Date Reported,Case Number,Classification,Description,Status,Date Occurred,Time Data,Address,Building
11/25/2019, 2019-07985,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT, Arrest,11/25/2019, 16:31 - 11/25/2019  16:48, 3744 SPRUCE ST,WAWA- SPRUCE ST
11/25/2019, 2019-07988,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Arrest,11/25/2019, 17:51 - 11/25/2019  17:55, 3925 WALNUT ST,CVS
11/25/2019, 2019-07994,ROBBERY,ROBBERY HIGHWAY NO WEAPON, Active,11/25/2019, 21:22 - 11/25/2019  21:55, 4000 CHANCELLOR ST,4000 BLOCK OF CHANCELLOR
11/26/2019, 2019-08000,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,11/17/2019, 19:00 - 11/24/2019  19:00, 3411 CHESTNUT ST,DOMUS APARTMENTS
11/26/2019, 2019-08007,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Active,11/23/2019,10:00-11/25/2019, 3231 WALNUT ST,LRSM
11/26/2019, 2019-08008,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF,Active,11/26/2019,11:23 - 11/26/2019 11:33,CVS,
11/26/2019, 2019-08018,DUI,DRIVING UNDER THE INFLUENCE DUI,Arrest,11/23/2019,10:00-11/25/2019,3900 WALNUT ST,3900 BLOCK OF WALNUT
11/27/2019, 2019-08027,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Active,11/27/2019, 13:51 - 11/27/2019  14:06, 3925 WALNUT ST,CVS
11/27/2019, 2019-08028,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Arrest,11/27/2019, 17:44 - 11/27/2019  18:11, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
11/28/2019, 2019-08040,FRAUD,FRAUD CREDIT CARDS, Inactive,11/28/2019,10:31 - 11/28/2019 10:32,SPRINT,
11/29/2019, 2019-08058,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,11/29/2019, 8:45 - 11/29/2019 9:15,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
11/29/2019, 2019-08061,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Arrest,11/29/2019, 18:38 - 11/29/2019  18:59, 231 S 34TH ST, NEW CHEMISTRY
11/30/2019, 2019-08066,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Arrest,11/30/2019,0:20 - 11/30/2019 0:44,FRESH GROCER,
11/29/2019, 2019-08067,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,11/29/2019, 21:43 - 11/29/2019  21:50, 3600 SANSOM ST,INN AT PENN
11/30/2019, 2019-08074,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,11/30/2019, 15:00 - 11/30/2019  15:15, 3420 WALNUT ST,VAN PELT LIBRARY
11/28/2019, 2019-08097,ASSAULT DOMESTIC, ASSAULT-DOMESTIC, Active,11/27/2019,23:40 -,3300 BLOCK OF MARKET,
12/02/2019, 2019-08099,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,11/23/2019,10:00-11/25/2019, 3600 SANSOM ST,INN AT PENN
12/02/2019, 2019-08102,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Inactive,12/02/2019,11:54 - 12/02/2019 12:27,SPRUCE HALL,
12/02/2019, 2019-08108,FRAUD,FRAUD OTHER FRAUDS, Inactive,11/23/2019,10:00-11/25/2019,3910 IRVING ST,HARRISON COLLEGE (HRS)
12/02/2019, 2019-08109, ASSAULT/DATING,DOM ASSAULT/DATING VIOLENCE,Active,12/02/2019, 13:05 - 12/02/2019  13:10, 4105 SPRUCE ST,SPRUCE WOOD APARTMENTS
12/02/2019, 2019-08110,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,12/01/2019,11:00-12/02/2019, 3501 SANSOM ST,PENN LAW SCHOOL
12/02/2019, 2019-08113,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS, Inactive,12/02/2019, 15:50 - 12/02/2019  18:40, 215 S 33RD ST, PALESTRA
12/02/2019, 2019-08117,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,12/01/2019, 19:10 - 12/02/2019  7:30,329 S 42ND ST, SURREY HALL
12/03/2019, 2019-08132,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS,Arrest,12/02/2019, 13:02 - 03/16/2019  17:32, 4210 CHESTNUT ST,CHESTNUT ST
12/04/2019, 2019-08145,FRAUD,FRAUD OTHER FRAUDS,Active,12/03/2019,10:28 -,3900 BLOCK OF WALNUT,
12/04/2019, 2019-08150,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,12/20/2018, 16:00 - 12/20/2018  16:00, 3730 WALNUT ST,HUNTSMAN HALL
12/04/2019, 2019-08155,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PUBLIC UTILITIES/SERVI,Inactive,12/03/2019,10:00 - 12/04/2019 10:00,HUNTSMAN HALL,
12/04/2019, 2019-08163,FRAUD,FRAUD OTHER FRAUDS,Inactive,12/01/2019,11:00-12/02/2019,3925 WALNUT ST,RADIAN APTS
12/04/2019, 2019-08166,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,11/29/2019, 8:00 - 12/03/2019 6:00,51 N 39TH ST,PRESBYTERIAN HOSPITAL
12/04/2019, 2019-08172, BURGLARY,BURGLARY NON RES/NIGHT/NO FORCE 6PM - 6AM OTH RES, Arrest,12/04/2019, 21:32 - 12/04/2019  21:54, 3914 LOCUST WALK,CIVIC HOUSE
12/05/2019, 2019-08182,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Arrest,12/05/2019, 13:33 - 12/05/2019  13:50, 4049 SPRUCE ST,4049 Spruce
12/05/2019, 2019-08185,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PUBLIC UTILITIES/SERVI,Active,12/05/2019, 13:57 - 12/05/2019  14:19, 3680 WALNUT ST,ANNENBERG CENTER
12/05/2019, 2019-08191,FRAUD,FRAUD OTHER FRAUDS,Active,12/05/2019, 16:49 - 12/05/2019  17:14, 3714 SPRUCE ST,BEIJING RESTAURANT
12/05/2019, 2019-08198, AGGRAVATED ASSAULT,AGR ASSAULT OTHER DANGEROUS WEAPON,Arrest,12/01/2019,11:00-12/02/2019,400 UNIVERSITY AVE,400 BLOCK OF UNIVERSITY
12/06/2019, 2019-08201, BURGLARY,BURGLARY RES/NIGHT/NO FORCE 6PM - 6AM HOTEL - MOTE,Active,12/01/2019,11:00-12/02/2019, 2929 WALNUT ST,FMC TOWER
12/06/2019, 2019-08203,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Arrest,12/04/2019,0:01 - 12/05/2019 23:59, SURREY HALL,
12/06/2019, 2019-08212,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS,Inactive,12/06/2019, 13:34 - 12/06/2019  13:34, 4210 CHESTNUT ST,CHESTNUT ST
12/06/2019, 2019-08216, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $50 TO $199.99", Inactive,12/06/2019, 17:12 - 12/06/2019  17:12, 4100 SPRUCE ST,4100 BLOCK OF SPRUCE
12/06/2019, 2019-08218,DUI,DRIVING UNDER THE INFLUENCE DUI,Arrest,12/06/2019, 18:01 - 12/06/2019  18:09, 3800 WALNUT ST,"38/WALNUT, INTERSECTION OF"
12/06/2019, 2019-08219,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,12/05/2019,23:30 - 12/06/2019 12:00, PSI UPSILON,
12/06/2019, 2019-08226,DUI,DRIVING UNDER THE INFLUENCE DUI,Arrest,12/06/2019,22:51 -,"37/CHESTNUT, INTERSECTION OF",
12/07/2019, 2019-08260,ASSAULT,ASSAULT/NON-PHILA POLICE, Arrest,12/01/2019,11:00-12/02/2019,3744 SPRUCE ST,WAWA- SPRUCE ST
12/07/2019, 2019-08261,ROBBERY,ROBBERY CHAIN STORE NO WEAPON,Arrest,12/07/2019,22:09 -,WAWA- SPRUCE ST,
12/07/2019, 2019-08262,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,12/07/2019,22:00-12/07/2019, 3925 WALNUT ST,TAP HOUSE
12/08/2019, 2019-08274,FRAUD,FRAUD OTHER FRAUDS, Inactive,12/07/2019,22:00-12/07/2019, 4039 CHESTNUT ST,4039 CHESTNUT
12/08/2019, 2019-08275, OTHER OFFENSE, OTHER OFFENSES DEFIANT TRESPASS, Arrest,12/08/2019,12:26 -,JOHN MORGAN BUILDING,
12/08/2019, 2019-08281, ASSAULT/DATING,DOM ASSAULT/DATING VIOLENCE, Arrest,12/08/2019, 17:28 - 12/08/2019  18:00, 200 S 40TH ST, 200 BLOCK OF S. 40TH
12/06/2019, 2019-08285,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Arrest,12/07/2019,22:00-12/07/2019, 4001 WALNUT ST,FRESH GROCER
12/07/2019, 2019-08286,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Arrest,12/07/2019,22:00-12/07/2019, 4001 WALNUT ST,FRESH GROCER
12/09/2019, 2019-08290,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,12/09/2019, 15:45 - 12/09/2019  16:30, 215 S 33RD ST, PALESTRA
12/09/2019, 2019-08291,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Inactive,12/09/2019, 17:00 - 12/09/2019  18:00, 310 S 36TH ST, SPRUCE COLLEGE HOUSE
12/10/2019, 2019-08307,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Inactive,12/07/2019,22:00-12/07/2019 9:45,4211 SANSOM ST,
12/10/2019, 2019-08311,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Inactive,12/07/2019,22:00-12/07/2019, 425 UNIVERSITY AVE,Stephen A Levin
12/10/2019, 2019-08317, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM - 6PM APT HOUSE, Arrest,12/09/2019, 13:39 - 12/10/2019  15:20, 2930 CHESTNUT ST,EVO BUILDING
12/10/2019, 2019-08323,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,12/10/2019, 16:15 - 12/10/2019  16:30, 255 S 38TH ST, STEINBERG CONFERENCE CENTE
12/11/2019, 2019-08328,FRAUD,FRAUD CREDIT CARDS,Inactive,12/11/2019, 9:00 - 12/11/2019 9:36,3600 SANSOM ST,INN AT PENN
12/11/2019, 2019-08334,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,12/11/2019,12:01-12/11/2019, 3730 WALNUT ST,HUNTSMAN HALL
12/11/2019, 2019-08336,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,12/04/2019, 13:00 - 12/06/2019  19:00, 3945 CHESTNUT ST,THE HUB
12/11/2019, 2019-08339,FRAUD,FRAUD OTHER FRAUDS,Inactive,12/11/2019,12:00-12/11/2019, 3600 CHESTNUT ST,SANSOM EAST (FORMERLY GRAD
12/12/2019, 2019-08354,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF,Active,12/12/2019,11:09 - 12/12/2019 11:42,BONDED boutique,
12/12/2019, 2019-08359,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Inactive,12/06/2019, 17:00 - 12/12/2019  14:53, 4210 CHESTNUT ST,CHESTNUT ST
12/12/2019, 2019-08360,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,12/08/2019,11:04-12/11/2019, 4258 CHESTNUT ST,COURTLAND APARTMENTS
12/13/2019, 2019-08369,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,12/13/2019,0:24 -,HOSPITAL OF THE UNIV. OF PENN,
12/13/2019, 2019-08370,DUI,DRIVING UNDER THE INFLUENCE DUI,Arrest,12/13/2019, 1:51 - 12/13/2019 1:52,4200 PINE ST,"42/PINE, INTERSECTION OF"
12/11/2019, 2019-08373, AGGRAVATED ASSAULT,AGR ASSAULT BY KNIFE OR CUTTING INSTRUMENT, Active,12/08/2019,11:04-12/11/2019, 400 UNIVERSITY AVE,400 BLOCK OF UNIVERSITY
12/13/2019, 2019-08380,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE,Inactive,12/08/2019,11:04-12/11/2019, 3620 LOCUST WALK,STEINBERG-DIETRICH HALL
12/13/2019, 2019-08387, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM - 6PM APT HOUSE,Active,12/13/2019,12:00-12/13/2019, 3939 CHESTNUT ST,HUB2
12/13/2019, 2019-08389,ASSAULT,OTHER ASSAULTS ASSAULT, Active,12/13/2019,22:10 - 12/13/2019 22:12,MCDONALD'S- WALNUT ST,
12/14/2019, 2019-08397,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,11/25/2019,12:00 - 12/04/2019 12:00,HILL COLLEGE HOUSE,
12/14/2019, 2019-08398,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF,Active,12/14/2019, 16:18 - 12/14/2019  16:29, 3661 WALNUT ST,LULU LEMON
12/14/2019, 2019-08407, OTHER OFFENSE, OTHER OFFENSES PROBATION LAW VIOLATIONS, Arrest,12/14/2019,23:22 - 12/15/2019 0:03, BIO GARDEN,
12/15/2019, 2019-08417, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $50 TO $199.99",Arrest,12/15/2019,12:44-12/15/2019, 100 S 42ND ST, 100 BLOCK OF S. 42ND
12/15/2019, 2019-08418,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Active,12/15/2019,12:49-12/15/2019, 3340 SMITH WALK, VAGELOS RESEARCH LAB
12/15/2019, 2019-08423, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER", Inactive,12/14/2019,10:00-12/15/2019, 3900 PINE ST,3900 BLOCK OF PINE
12/13/2019, 2019-08427,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Inactive,12/13/2019, 14:03 - 12/13/2019  16:30, 4210 CHESTNUT ST,CHESTNUT ST
12/16/2019, 2019-08439,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS, Arrest,12/14/2019,10:00-12/15/2019,4224 SPRUCE ST,4224 SPRUCE
12/16/2019, 16:00 - 12/16/2019, 18:00, 2930 CHESTNUT ST, EVO BUILDING,12/14/2019,10:00-12/15/2019,5944,Cobbs Creek Pkwy
12/16/2019, 2019-08448,ROBBERY,ROBBERY HIGHWAY NO WEAPON, Arrest,12/14/2019,10:00-12/15/2019,4200 LOCUST ST,4200 BLOCK OF LOCUST
12/16/2019, 2019-08452, OTHER OFFENSE, OTHER OFFENSES PROBATION LAW VIOLATIONS, Arrest,12/16/2019,23:59 -,UNIVERSITY CITY SHERATON,
12/17/2019, 2019-08454,ROBBERY,ROBBERY HIGHWAY NO WEAPON, Active,12/17/2019, 2:15 - 12/17/2019 2:36,400 S 40TH ST, 400 BLOCK OF S. 40TH
12/17/2019, 2019-08457, DISORDERLY CONDUCT,DISORDERLY CONDUCT ARREST, Arrest,12/17/2019, 9:51 - 12/17/2019 9:52,4000 MARKET ST,4000 BLOCK OF MARKET
12/17/2019, 2019-08462,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF,Active,12/17/2019, 16:04 - 12/17/2019  16:06, 3621 WALNUT ST,PHILLY RUNNER
12/17/2019, 2019-08463,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Arrest,12/17/2019, 15:30 - 12/17/2019  18:02, 3948 DELANCEY, delancey
12/17/2019, 2019-08467, BURGLARY,BURGLARY RES/DAY/FORCE 6AM - 6PM APT HOUSE,Active,12/16/2019, 15:00 - 12/16/2019  17:00, 4037 PI NE ST, PINE
12/17/2019, 2019-08470, OTHER OFFENSE, HARASSMENT, Active,12/17/2019, 20:26 - 12/17/2019  20:40, 3417 SPRUCE ST,HOUSTON HALL
12/18/2019, 2019-08479,THEFT OTHER,THEFT UNDER $50 INC ATTEMPTS ALL OTHERS,Active,12/16/2019, 15:45 - 12/16/2019  16:00, 240 S 40TH ST, SCHATTNER BUILDLING
10/25/2019, 2019-08481,SEX OFFENSE,RAPE - KNOWN ACQUAINTANCE,Active,04/01/2015,0:01 -,PI KAPPA ALPHA,
12/18/2019, 2019-08493, BURGLARY,BURGLARY RES/NIGHT/NO FORCE 6PM - 6AM PRI RES,Inactive,12/14/2019,10:00-12/15/2019, 4013 PINE ST,Phi2 19-20
12/19/2019, 2019-08495, OTHER OFFENSE," OTHER OFFENSES ORDINANCES, VIOLATIONS OF", CITATION,12/19/2019,0:28-12/19/2019,3901 CHESTNUT ST,BOSTON MARKET
12/18/2019, 2019-08501,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT,Arrest,12/19/2019,0:28-12/19/2019, 4001 WALNUT ST,FRESH GROCER
12/19/2019, 2019-08503,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,12/19/2019, 1:00 - 12/19/2019 1:50,210 S 40TH ST, SMOKEY JOE'S
12/20/2019, 2019-08521,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Arrest,12/20/2019, 2:22 - 12/20/2019 2:30,4000 PINE ST,"40/PINE, INTERSECTION OF"
12/20/2019, 2019-08528,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS, Active,12/19/2019, 9:25 - 12/20/2019 19:30, 3401 WALNUT ST,3401 WALNUT
12/20/2019, 2019-08539,FRAUD,FRAUD CREDIT CARDS, Inactive,12/19/2019, 16:38 - 12/19/2019  17:21, 3600 CHESTNUT ST,SANSOM EAST (FORMERLY GRAD
12/20/2019, 2019-08541,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT,Arrest,12/20/2019, 20:51 - 12/20/2019  21:11, 3925 WALNUT ST,CVS
12/21/2019, 2019-08546,FRAUD,FRAUD CREDIT CARDS, Active,12/19/2019,0:28-12/19/2019,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
12/21/2019, 2019-08551,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS, Inactive,12/16/2019, 15:00 - 12/16/2019  15:05, 3945 CHESTNUT ST,THE HUB
12/21/2019, 2019-08553,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Inactive,12/21/2019,12:30-12/21/2019, 4247 LOCUST ST,FAIRFAX APARTMENTS
12/21/2019, 2019-08555,ASSAULT,OTHER ASSAULTS ASSAULT, Active,12/21/2019, 20:30 - 12/21/2019  20:35, 4000 MARKET ST,4000 BLOCK OF MARKET
12/22/2019, 2019-08558,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Arrest,12/22/2019, 4:33 - 12/22/2019 4:39,3400 SANSOM ST,"34/SANSOM, INTERSECTION OF"
12/22/2019, 2019-08564, BURGLARY,BURGLARY RES/NIGHT/NO FORCE 6PM - 6AM APART HOUSE,Arrest,12/14/2019, 18:00 - 12/22/2019  18:54, 2930 CHESTNUT ST,EVO BUILDING
12/23/2019, 2019-08571, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER",Arrest,12/23/2019,12:12 -, 200 BLOCK OF S. 41ST,
12/23/2019, 2019-08578,ASSAULT,OTHER ASSAULTS ASSAULT, Active,12/23/2019, 20:10 - 12/23/2019  20:23, 4021 WALNUT, WALNUT
12/23/2019, 2019-08585,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Arrest,12/21/2019,12:30-12/21/2019,4102 SPRUCE ST,SPRUCE ST
12/25/2019, 2019-08594,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Arrest,12/21/2019,12:30-12/21/2019,231 S 34TH ST, NEW CHEMISTRY
12/26/2019, 2019-08603,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Active,12/21/2019,12:30-12/21/2019,110 S 36TH ST, URBAN OUTFITTERS
12/28/2019, 2019-08615,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT,Active,12/28/2019,0:20 -,WAWA- SPRUCE ST,
12/28/2019, 2019-08621,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Active,12/21/2019,12:30-12/21/2019,110 S 36TH ST, URBAN OUTFITTERS
12/28/2019, 2019-08623,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Active,12/02/2019, 6:20 - 12/28/2019 16:30, 3401 CHESTNUT ST,Heirloom Market
12/28/2019, 2019-08624,ASSAULT,OTHER ASSAULTS ASSAULT, Active,12/21/2019,12:30-12/21/2019,3900 SPRUCE ST,3900 BLOCK OF SPRUCE
12/29/2019, 2019-08632,DUI,DRIVING UNDER THE INFLUENCE DUI,Arrest,12/21/2019,12:30-12/21/2019, 200 S 42ND ST, 200 BLOCK OF S. 42ND
12/30/2019, 2019-08646,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Active,12/30/2019,22:40 - 12/30/2019 23:00,STARBUCKS,
12/31/2019, 2019-08656, THEFT FROM VEHICLE,"THEFT FROM VEHICLE ACCESSORIES, $200 AND OVER",Active,12/26/2020, 8:00 - 12/26/2020 17:00, 3600 CIVIC CENTER BLVD,GARAGE 3600
01/02/2020, 2020-00014,ROBBERY,ROBBERY HIGHWAY NO WEAPON,Inactive,01/02/2020,0:40 - 01/02/2020 0:42,"42/SANSOM, INTERSECTION OF",
01/02/2020, 2020-00023,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Arrest,12/21/2019,12:30-12/21/2019,231 S 34TH ST, NEW CHEMISTRY
01/03/2020, 2020-00033,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,01/03/2020, 20:30 - 01/03/2020  21:00, 4014 WALNUT ST,ROTUNDA
01/03/2020, 2020-00037, OTHER OFFENSE," OTHER OFFENSES ORDINANCES, VIOLATIONS OF", CITATION,01/03/2020,23:51 - 01/03/2020 23:54,INN AT PENN,
01/04/2020, 2020-00040,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT,Active,01/04/2020,11:49 - 01/04/2020 12:55,WAWA- SPRUCE ST,
01/04/2020, 2020-00043,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,01/04/2020, 14:00 - 01/04/2020  15:00, 220 S 33RD ST, TOWNE BUILDING
01/07/2020, 2020-00083, WEAPONS, WEAPONS ADULTS HANDGUN, Arrest,12/21/2019,12:30-12/21/2019, 3900 WALNUT ST,3900 BLOCK OF WALNUT
01/06/2020, 2020-00086, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE,Active,01/05/2020, 16:00 - 01/06/2020  9:00,4000 PINE ST,4000 BLOCK OF PINE
01/08/2020, 2020-00108,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Arrest,01/04/2020, 14:56 - 01/08/2020  14:51, 240 S 40TH ST, SCHATTNER BUILDLING
01/08/2020, 2020-00109,SEX OFFENSE,SEX OFFENSES INDECENT ASSAULT, Active,11/27/2019,10:00 -,CLASS OF 1920 DINING COMMONS,
01/09/2020, 2020-00114, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, UNDER $50.00",Active,01/08/2020, 21:20 - 01/09/2020  6:30,3910 FILBERT ST, 3910 PARKING LOT (PRESBYTERIA
01/09/2020, 2020-00116,OTHER ASSAULT,other offense/tTERRORISTIC THREAT, Inactive,01/09/2020, 8:45 - 01/09/2020 8:50,3200 CHESTNUT ST,3200 BLOCK OF CHESTNUT
01/09/2020, 2020-00119,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,01/06/2020, 18:00 - 01/07/2020  18:00, 423 GUARDIAN DR, BLOCKLEY HALL
01/10/2020, 2020-00139,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Arrest,12/21/2019,12:30-12/21/2019,235 41,41
01/11/2020, 2020-00147,DUI,DRIVING UNDER THE INFLUENCE DUI, Arrest,01/11/2020, 2:25 - 01/11/2020 2:30,4000 LOCUST WALK,"40/LOCUST, INTERSECTION OF"
01/11/2020, 2020-00152,ASSAULT,OTHER ASSAULTS ASSAULT,Active,01/11/2020, 18:46 - 01/11/2020  19:35, 3931 WALNUT ST,HUMMUS REST
01/12/2020, 2020-00173,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Inactive,11/25/2019,12:00 - 01/12/2020 23:55,RODIN COLLEGE HOUSE (HRN),
01/10/2020, 2020-00178,THEFT OTHER,THEFT UNDER $50 INC ATTEMPTS ALL OTHERS,Active,12/21/2019,12:30-12/21/2019,4041 LOCUST, LOCUST
01/13/2020, 2020-00179,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Inactive,01/11/2020, 14:30 - 01/13/2020  6:30,3160 CHESTNUT ST,FACILITIES DEPARTMENT
01/13/2020, 2020-00189,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,12/19/2019, 14:28 - 01/13/2020  14:35, 4033 CHANCELLOR, THEOS-3
01/13/2020, 2020-00191,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Arrest,01/13/2020, 16:00 - 01/13/2020  16:27, 3925 WALNUT ST,CVS
01/14/2020, 2020-00199,ROBBERY,ROBBERY HIGHWAY NO WEAPON,Arrest,01/14/2020, 1:45 - 01/14/2020 2:21,4000 PINE ST,"40/PINE, INTERSECTION OF"
01/14/2020, 2020-00203,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,01/13/2020,11:00-01/13/2020, 3730 WALNUT ST,HUNTSMAN HALL
